disease	short_form	snp	chr	pos	region	pvalue	or_value	beta	ancestry_initial	pubmed	first_author	year	title	mhc	asian_ancestry
Psoriasis	MONDO_0005083	rs5998509-T	22	21563190.0	22q11.21	1e-12		0.0851605	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs6568681-T	6	111491269.0	6q21	1e-12		0.0882322	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2421201-A	19	11073574.0	19p13.2	1e-12		0.0761181	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7118744-A	11	128507585.0	11q24.3	2e-12		0.0766662	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs368431488-C	6	32037271.0	6p21.33	2e-12		0.247545	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs2256594-A	6	32219095.0	6p21.32	2e-12		0.115862	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs115841821-C	6	31267117.0	6p21.33	2e-12		0.292041	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs9368600-C	6	29422966.0	6p22.1	2e-12		0.0804037	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs6757244-A	2	62353062.0	2p15	2e-12		0.0737571	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3129253-A	6	33140522.0	6p21.32	2e-12		0.0849998	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs28465400-T	6	29871746.0	6p22.1	2e-12		0.127884	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs72896154-T	6	33830811.0	6p21.31	2e-12		0.131794	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs73127695-T	20	49918781.0	20q13.13	2e-12		0.127718	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs11000746-T	10	73701429.0	10q22.2	3e-12		0.0759033	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3873445-T	6	32715233.0	6p21.32	3e-12		0.110788	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs17111727-A	5	151075881.0	5q33.1	3e-12		0.142992	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs78209538-T	6	159098916.0	6q25.3	3e-12		0.101564	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs11738255-T	5	159398209.0	5q33.3	4e-12		0.0742244	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs143439747-A	6	31484262.0	6p21.33	4e-12		0.188116	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs3128855-A	6	29398256.0	6p22.1	5e-12		0.130914	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs9468467-A	6	29021951.0	6p22.1	5e-12		0.0736535	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs2531807-A	6	28452236.0	6p22.1	6e-12		0.161307	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs7755054-C	6	26946864.0	6p22.2	6e-12		0.0793041	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs11754842-T	6	159076565.0	6q25.3	6e-12		0.109333	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs62399063-T	6	31069101.0	6p21.33	6e-12		0.229194	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs6020069-T	20	49822035.0	20q13.13	7e-12		0.0720283	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs9695286-T	9	108010786.0	9q31.2	8e-12		0.0733694	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs34115245-T	2	60808888.0	2p16.1	8e-12		0.103115	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs75351767-T	7	37387748.0	7p14.1	8e-12		0.109207	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2243210-A	5	132665694.0	5q31.1	8e-12		0.147488	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs11670704-T	19	10438205.0	19p13.2	9e-12		0.097591	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1295683-A	5	132663184.0	5q31.1	1e-11		0.0940798	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs675640-A	6	137806067.0	6q23.3	1e-11		0.136706	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs615540-A	11	64356366.0	11q13.1	1e-11		0.0716946	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs17259252-A	7	37342916.0	7p14.1	1e-11		0.0723558	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs4245080-A	11	128551691.0	11q24.3	1e-11		0.0704331	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs9257927-C	6	29641918.0	6p22.1	1e-11		0.24264	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs1890370-T	6	137748921.0	6q23.3	2e-11		0.0779858	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs74863864-A	5	132687567.0	5q31.1	2e-11		0.0836859	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs4074995-A	5	177370342.0	5q35.3	2e-11		0.075647	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs9400467-T	6	111102812.0	6q21	2e-11		0.0738929	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2596468-A	6	31424531.0	6p21.33	2e-11		0.110556	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs7579240-T	2	60740935.0	2p16.1	2e-11		0.0755114	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs12889019-A	14	35111070.0	14q13.2	2e-11		0.0705624	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7804200-A	7	37339514.0	7p14.1	2e-11		0.0705253	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7297175-T	12	56080024.0	12q13.2	2e-11		0.0706307	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3129882-A	6	32441753.0	6p21.32	2e-11		0.0700425	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs2926337-T	18	54257913.0	18q21.2	2e-11		0.0788702	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs13412321-A	2	62405599.0	2p15	2e-11		0.0714533	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1133071-A	9	32455676.0	9p21.1	3e-11		0.0757423	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7249914-T	19	10338333.0	19p13.2	3e-11		0.0854842	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2700984-T	7	37352216.0	7p14.1	3e-11		0.0695231	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1558862-A	2	162135374.0	2q24.2	3e-11		0.0718478	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs112647257-A	6	32836604.0	6p21.32	3e-11		0.15257	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs60820984-T	10	73879820.0	10q22.2	3e-11		0.0985778	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2312786-A	3	101914516.0	3q12.3	4e-11		0.0761459	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7720046-A	5	159457527.0	5q33.3	4e-11		0.0684497	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs6870828-T	5	159311504.0	5q33.3	4e-11		0.0685703	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2421183-T	5	159447563.0	5q33.3	4e-11		0.0784686	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs8180657-T	6	137705135.0	6q23.3	6.999999999999999e-11		0.0722121	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs6884239-A	5	159197561.0	5q33.3	8e-11		0.0722175	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs13192740-T	6	514991.0	6p25.3	8e-11		0.0690026	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs771571-C	3	101937583.0	3q12.3	8e-11		0.0688536	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs6457715-A	6	33115411.0	6p21.32	8e-11		0.0800031	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs4683946-T	3	101896982.0	3q12.3	9e-11		0.0935097	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs79616822-A	6	30317143.0	6p22.1	9e-11		0.181204	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs17720293-T	6	28246920.0	6p22.1	9e-11		0.125836	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs2857602-A	6	31565601.0	6p21.33	9e-11		0.0691766	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs10196327-A	2	60808410.0	2p16.1	1e-10		0.0769241	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs114055010-C	6	30559519.0	6p21.33	1e-10		0.315433	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs4796149-T	17	27862470.0	17q11.2	1e-10		0.0813069	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1846190-A	6	32616036.0	6p21.32	1e-10		0.0779063	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs7745603-T	6	27122625.0	6p22.1	1e-10		0.0836624	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs1042121-T	6	33080765.0	6p21.32	1e-10		0.0694689	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs6903989-A	6	29334253.0	6p22.1	1e-10		0.0882806	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs80043829-C	1	197405337.0	1q31.3	1e-10		0.0850674	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs60056504-T	6	31447481.0	6p21.33	1e-10		0.194258	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs116606947-A	6	31902090.0	6p21.33	2e-10		0.183849	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs10046127-T	6	32049744.0	6p21.33	2e-10		0.184897	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs12450257-T	17	27813753.0	17q11.2	2e-10		0.10957	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs11171796-T	12	56298926.0	12q13.3	2e-10		0.0722765	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs416603-A	16	11270222.0	16p13.13	2e-10		0.0674855	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3730013-A	17	27798892.0	17q11.2	2e-10		0.0695713	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2292750-T	17	42659763.0	17q21.2	2e-10		0.0664711	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3130192-T	6	33094153.0	6p21.32	2e-10		0.0970586	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs2855448-T	6	33168798.0	6p21.32	2e-10		0.0681665	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs55823223-A	17	75894282.0	17q25.1	2e-10		0.104494	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs61901857-T	11	110074112.0	11q22.3	2e-10		0.0799001	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs4942359-T	13	44748005.0	13q14.12	3e-10		0.0704509	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs6894249-A	5	132461855.0	5q31.1	3e-10		0.066279	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs12282352-T	11	128566505.0	11q24.3	3e-10		0.0660767	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1077492-T	2	25063566.0	2p23.3	3e-10		0.0666114	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs7108441-A	11	36330231.0	11p13	3e-10		0.0777134	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs75029704-T	6	29881729.0	6p22.1	4e-10		0.119042	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs4647954-T	20	49983012.0	20q13.13	4e-10		0.0815225	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2451240-T	6	159098137.0	6q25.3	4e-10		0.0777496	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs80300819-C	6	137850597.0	6q23.3	4e-10		0.229144	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs66757203-T	6	26454728.0	6p22.2	4e-10		0.128094	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs10475672-T	5	159430464.0	5q33.3	5e-10		0.100819	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs58568715-A	11	65895514.0	11q13.1	5e-10		0.0909253	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2243621-T	6	31464043.0	6p21.33	5e-10		0.079697	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs56095701-A	2	62363296.0	2p15	5e-10		0.0652873	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs11914608-A	3	18662807.0	3p24.3	5e-10		0.0645431	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs111258973-A	5	159299510.0	5q33.3	5e-10		0.165922	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs3778620-A	6	30106240.0	6p22.1	6e-10		0.137399	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs9392525-T	6	435677.0	6p25.3	6e-10		0.0652001	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs10893887-T	11	128570622.0	11q24.3	7.000000000000001e-10		0.0653492	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs9276822-A	6	32861543.0	6p21.32	7.000000000000001e-10		0.113451	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs1332504-A	1	152751196.0	1q21.3	7.000000000000001e-10		0.063862	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs34246431-T	19	10439292.0	19p13.2	8e-10		0.0690323	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2321395-T	3	156822711.0	3q25.31	8e-10		0.0677411	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs2911140-C	5	96844240.0	5q15	8e-10		0.067152	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs17201826-A	6	32227244.0	6p21.32	9e-10		0.138858	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
Psoriasis	MONDO_0005083	rs3765437-T	6	563013.0	6p25.3	9e-10		0.0646774	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	False	True
Psoriasis	MONDO_0005083	rs1339898-T	6	28427729.0	6p22.1	1e-09		0.0713361	European;South Asian	39885523	Zhang M	2025	Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis.	True	True
