dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
P1_TCGA_PRAD_REF,PAPER1_CANCER_CORE,GDC,TCGA-PRAD,TCGA Prostate Adenocarcinoma,TCGA Cell 2015 163(4):1011-1025,2015,https://portal.gdc.cancer.gov/projects/TCGA-PRAD,Homo sapiens,USA mixed,~497,Prostate tumor,RNA-seq + WXS + methylation,PRAD subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_prad/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort
P1_TCGA_HNSC_REF,PAPER1_CANCER_CORE,GDC,TCGA-HNSC,TCGA Head and Neck Squamous Cell Carcinoma,TCGA Nature 2015 517(7536):576-582,2015,https://portal.gdc.cancer.gov/projects/TCGA-HNSC,Homo sapiens,USA mixed,~528,HNSC tumor,RNA-seq + WXS + methylation,HNSC subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_hnsc/ (planned),Anatomically adjacent to thyroid; cross-cancer reference,HLA allele claim,low,Anatomic neighbor reference
P1_TCGA_KIRC_REF,PAPER1_CANCER_CORE,GDC,TCGA-KIRC,TCGA Kidney Renal Clear Cell,TCGA Nature 2013 499(7456):43-49,2013,https://portal.gdc.cancer.gov/projects/TCGA-KIRC,Homo sapiens,USA mixed,~537,RCC tumor,RNA-seq + WXS + methylation,KIRC subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_kirc/ (planned),RCC ICI cross-validation context,HLA allele claim,low,Reference cohort
P1_GTEX_THYROID,PAPER1_CANCER_CORE,GTEx,GTEx_thyroid_normal,GTEx healthy thyroid expression reference,GTEx consortium Science 2020 369(6509):1318-1330,2020,https://www.gtexportal.org/home/tissue/Thyroid,Homo sapiens,USA mixed,~600 healthy thyroid,Healthy thyroid,Bulk RNA-seq,Healthy reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/gtex_thyroid/ (planned),Healthy thyroid expression baseline,HLA allele claim,low,Use for normal-tissue baseline contrasts
P1_RECOUNT3_THYROID,PAPER1_CANCER_CORE,recount3,recount3_thyroid_subset,recount3 unified thyroid subset (TCGA + GTEx + SRA),Wilks et al. Genome Biol 2021,2021,https://rna.recount.bio/,Homo sapiens,Mixed,thousands,Mixed thyroid,Bulk RNA-seq harmonized,Multiple,YES,NO,YES,NO,NO,NO,partial,partial,partial,partial,partial,public_open,downloadable,project/data/external/recount3_thyroid/ (planned),Unified harmonized thyroid expression,HLA allele claim,low,Cross-platform harmonization
P1_ARCHS4_THYROID,PAPER1_CANCER_CORE,ARCHS4,archs4_thyroid_subset,ARCHS4 thyroid bulk RNA-seq aggregator,Lachmann et al. Nat Commun 2018,2018,https://maayanlab.cloud/archs4/,Homo sapiens,Mixed,~thousands of thyroid samples,Bulk thyroid,RNA-seq harmonized,Multiple,YES,NO,YES,NO,NO,NO,partial,partial,partial,partial,partial,public_open,downloadable,project/data/external/archs4_thyroid/ (planned),Aggregated thyroid expression baseline,HLA allele claim,low,Useful for sanity-check signature distribution
P1_DICE,PAPER1_CANCER_CORE,DICE,dice_immune_cells,DICE immune-cell expression atlas (reference),Schmiedel et al. Cell 2018 175(6):1701-1715,2018,https://dice-database.org/,Homo sapiens,USA,91 healthy donors,Sorted immune cell types,Bulk RNA-seq,Healthy immune reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/dice_immune/ (planned),Immune-cell deconvolution reference,HLA allele claim,low,Reference for sorted-cell baselines
P1_BLUEPRINT_EPIGENOME,PAPER1_CANCER_CORE,BLUEPRINT,blueprint_immune_epigenome,BLUEPRINT immune-cell methylation/ChIP reference,Stunnenberg et al. Cell 2016,2016,https://www.blueprint-epigenome.eu/,Homo sapiens,EU,NEEDS_MANUAL_REVIEW,Sorted immune cells,Methylation + ChIP-seq,Healthy immune reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/blueprint/ (planned),Immune-cell epigenome reference,HLA allele claim,low,Reference for methylation baselines
P1_ROADMAP_EPIGENOME,PAPER1_CANCER_CORE,Roadmap_Epigenomics,roadmap_thyroid_modules,Roadmap Epigenomics thyroid + immune reference modules,Kundaje et al. Nature 2015 518(7539):317-330,2015,https://egg2.wustl.edu/roadmap/web_portal/,Homo sapiens,Mixed,127 epigenomes,Tissue + cell types,Methylation + ChIP + DNase,Healthy reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/roadmap_epigenome/ (planned),Epigenome reference for DM1/DM2 methylation interpretation,HLA allele claim,low,Cross-tissue baseline
P1_ENCODE_THYROID,PAPER1_CANCER_CORE,ENCODE,encode_thyroid_assays,ENCODE thyroid-tissue functional assays,ENCODE consortium,ongoing,https://www.encodeproject.org/,Homo sapiens,Mixed,various,Thyroid tissue,ChIP + DNase + RNA + methylation,Healthy reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/encode_thyroid/ (planned),Functional element baseline for promoter methylation calls,HLA allele claim,low,Reference for cis-element interpretation
P1_GSE241184,PAPER1_CANCER_CORE,GEO,GSE241184,Thyroid cancer cohort (per memory v17_gse241184),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241184,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,already_used,/data/thca/v17_gse241184/ (per CLAUDE.md),Already integrated per CLAUDE.md mention,HLA allele claim,low,[VERIFIED-OK] Cohort directory already exists per CLAUDE.md disk layout
P2_HLA_KOR_KIM_2014,REFERENCE_POPULATION_HLA,Publication,Kim_2014_Korean_HLA,Kim et al. Korean HLA-DPB1 reference (DPB1*05:01 paper),Kim et al. 2014 (verify exact),2014,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy + AITD,HLA-DPB1 typing,Healthy + AITD reference,NO,YES,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/reference_population_hla/kim_2014/ (planned),DPB1*05:01 56% Korean reference per memory v17_arcasHLA_korean_k2,Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Replicates Kim 2014 finding referenced in arcasHLA K2 work
P2_HLA_KIM_THY_2018,PAPER2_HLA_AUTOIMMUNE,Publication,Kim_2018_AITD,Kim 2018 Korean AITD HLA candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,AITD,HLA typing,GD + HT,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/paper2_hla_autoimmune/kim_2018/ (planned),Korean AITD HLA candidate,Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P2_HLA_LEE_KOREAN,REFERENCE_POPULATION_HLA,Publication,Lee_Korean_HLA_panel,Lee Korean HLA reference panels (placeholder),NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,locate_pmid,data_registry/reference_population_hla/lee_korean/ (planned),Korean baseline candidate,Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Search PubMed for recent Lee+Korean+HLA refs
P2_GWAS_T1D_HLA,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_t1d_hla,GWAS T1D HLA loci (cross-autoimmune comparator),NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0001359,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,T1D,NO,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_t1d/ (planned),Cross-autoimmune HLA reference,Cancer claim,low,T1D HLA-DR3/DR4 comparator
P2_GWAS_RA_HLA,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_ra_hla,GWAS RA HLA loci (cross-autoimmune comparator),NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0000685,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,RA,NO,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_ra/ (planned),Cross-autoimmune HLA reference,Cancer claim,low,RA HLA-DRB1*04 comparator
P2_GWAS_SLE_HLA,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_sle_hla,GWAS SLE HLA loci (cross-autoimmune comparator),NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0002690,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,SLE,NO,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_sle/ (planned),Cross-autoimmune HLA reference,Cancer claim,low,Lupus HLA comparator
P2_GWAS_IBD_HLA,PAPER2_HLA_AUTOIMMUNE,GWAS_Catalog,gwas_ibd_hla,GWAS IBD HLA loci (cross-autoimmune comparator),NHGRI-EBI,ongoing,https://www.ebi.ac.uk/gwas/efotraits/EFO_0003767,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,GWAS,Summary,IBD,NO,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,public_open,query_api,data_registry/paper2_hla_autoimmune/gwas_ibd/ (planned),Cross-autoimmune HLA reference,Cancer claim,low,IBD HLA-DRB1 comparator
P2_DICE_HLA_EXPR,REFERENCE_POPULATION_HLA,DICE,dice_hla_expression,DICE HLA gene expression in sorted immune cells,Schmiedel et al. Cell 2018 175(6):1701-1715,2018,https://dice-database.org/,Homo sapiens,USA,91,Sorted immune cells,Bulk RNA-seq,Healthy immune reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/dice_hla_expr/ (planned),HLA gene-expression reference (NOT germline allele typing),Stand-alone allele frequency claim,low,Use for HLA module-score baselines only
P2_PHEWAS_THYROID,PAPER2_HLA_AUTOIMMUNE,PheWAS_Catalog,phewas_thyroid,PheWAS Catalog thyroid endpoints,Denny et al. Bioinformatics 2010,2010,https://phewas.mc.vanderbilt.edu/,Homo sapiens,Mixed,~thousands EHR,EHR phenotypes,PheWAS summary,Thyroid endpoints,NO,partial,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open,query_required,data_registry/paper2_hla_autoimmune/phewas_thyroid/ (planned),PheWAS context for HLA pleiotropy,Cancer claim,low,Cross-phenotype HLA effects
BR_GSE227010_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE227010_HT,HT-PTC subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227010,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT + PTC (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse227010_ht/ (planned),Bridge HT-PTC context,Cancer susceptibility claim,medium,Filter HT subset; cross-link with P1_GSE227010
BR_GSE194152_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE194152_HT,HT-PTC subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE194152,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT + PTC (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse194152_ht/ (planned),Bridge HT-PTC context,Cancer susceptibility claim,medium,Filter HT subset; cross-link with P1_GSE194152
BR_GSE258089_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE258089_HT,HT-PTC subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE258089,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT + PTC (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse258089_ht/ (planned),Bridge HT-PTC context,Cancer susceptibility claim,medium,Filter HT subset
BR_E_MTAB_HT_PTC,BRIDGE_QUARANTINE_HT_PTC,ArrayExpress,E-MTAB_HT_PTC,ArrayExpress HT-PTC dataset (placeholder),NEEDS_MANUAL_REVIEW,various,https://www.ebi.ac.uk/biostudies/arrayexpress,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,Mixed,HT + PTC,partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/arrayexpress_ht_ptc/ (planned),Bridge HT-PTC context,Cancer susceptibility claim,medium,Search ArrayExpress for HT-PTC studies
RR_KOEX,RESTRICTED_OR_REJECTED,KoGES_KOEX,koges_koex,KoGES KOEX cohort,KoGES,ongoing,https://nih.go.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Population biobank,Mixed,Multiple,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,KoGES sub-cohort
RR_HEXA,RESTRICTED_OR_REJECTED,KoGES_HEXA,koges_hexa,KoGES HEXA cohort,KoGES,ongoing,https://nih.go.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Population biobank,Mixed,Multiple,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,KoGES sub-cohort
P1_CHERNOBYL_TB,PAPER1_CANCER_CORE,Chernobyl_Tissue_Bank,chernobyl_thyroid_tb,Chernobyl Tissue Bank radiation-induced thyroid cancer,Tronko / CTB consortium,ongoing,https://www.chernobyltissuebank.com/,Homo sapiens,Ukrainian/Belarusian/Russian,>5000 samples,Radiation-induced thyroid tumor + normal,Mixed (RNA-seq + WXS + methylation),Radiation-induced PTC,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,access_application_required,blocked_pending_access,N/A,N/A,Application required,medium,Cataloged; application via CTB
P1_FUKUSHIMA_THYROID,PAPER1_CANCER_CORE,Fukushima,fukushima_thyroid_placeholder,Fukushima thyroid screening study (limited public data),Fukushima Health Survey,ongoing,https://fmu-global.jp/,Homo sapiens,Japanese,>300000 ultrasound screened,Pediatric thyroid screening,Limited omics,Pediatric / radiation context,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,Mostly clinical / imaging — limited genomics
P1_PED_BURYK,PAPER1_CANCER_CORE,Publication,Buryk_pediatric_PTC,Pediatric PTC molecular characterization,Buryk et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,USA mixed,NEEDS_MANUAL_REVIEW,Pediatric PTC,Mixed,Pediatric PTC,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/buryk_ped_ptc/ (planned),Pediatric PTC reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Locate PMID
P1_PED_NIKIFOROV,PAPER1_CANCER_CORE,Publication,Nikiforov_pediatric_thyroid,Nikiforov pediatric thyroid molecular series,Nikiforov et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,USA mixed,NEEDS_MANUAL_REVIEW,Pediatric thyroid,Mixed,Pediatric PTC + ATC,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/nikiforov_ped/ (planned),Pediatric thyroid reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Locate PMID
P1_RET_FUSION_REF,PAPER1_CANCER_CORE,Publication,RET_fusion_thyroid_meta,RET fusion thyroid-cancer meta-cohort references,Subbiah et al. + Wirth et al. + Drilon et al.,2018-2024,https://pubmed.ncbi.nlm.nih.gov/?term=RET+fusion+thyroid,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,RET-fusion thyroid tumor,Mixed,RET-fusion PTC + PDTC,YES,NO,partial,NO,NO,NO,partial,YES,partial,YES,YES,public_open_partial,literature_meta,project/data/external/ret_fusion_meta/ (planned),Selpercatinib / pralsetinib responder reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Multi-paper meta-collection
P1_NTRK_FUSION_REF,PAPER1_CANCER_CORE,Publication,NTRK_fusion_thyroid_meta,NTRK fusion thyroid-cancer references,Drilon et al. + Hong et al.,2018-2024,https://pubmed.ncbi.nlm.nih.gov/?term=NTRK+fusion+thyroid,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,NTRK-fusion thyroid tumor,Mixed,NTRK-fusion PTC,YES,NO,partial,NO,NO,NO,partial,YES,partial,YES,YES,public_open_partial,literature_meta,project/data/external/ntrk_fusion_meta/ (planned),Larotrectinib / entrectinib responder reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Multi-paper meta-collection
P1_LINCS_L1000,PAPER1_CANCER_CORE,LINCS,lincs_l1000_drug_signatures,LINCS L1000 drug-perturbation signatures,Subramanian et al. Cell 2017,2017,https://lincsproject.org/,Homo sapiens,Cell-line mixed,>1.3M signatures,Cell-line drug perturbation,L1000 reduced-representation,Drug perturbation,YES,NO,YES,NO,NO,NO,N/A,NO,partial,NO,partial,public_open,downloadable,project/data/external/lincs_l1000/ (planned),DM1 drug-reversal candidates from connectivity scoring,Patient-claim transfer from cell line,medium,Cell-line only
P1_CMAP,PAPER1_CANCER_CORE,Connectivity_Map,cmap_drug_perturbation,Connectivity Map drug-perturbation database,Lamb et al. Science 2006 + 2017 update,2006-2017,https://clue.io/,Homo sapiens,Cell-line mixed,>1.3M perturbations,Cell-line perturbation,Microarray + L1000,Drug + KO/OE,YES,NO,YES,NO,NO,NO,N/A,NO,partial,NO,partial,public_open,query_required,project/data/external/cmap/ (planned),Reverse-transcription drug screening for DM1 phenotype reversal,Patient-claim transfer,medium,Cell-line only
P1_DSIGDB,PAPER1_CANCER_CORE,DSigDB,dsigdb_drug_signatures,DSigDB drug-signatures database,Yoo et al. Bioinformatics 2015,2015,http://dsigdb.tanlab.org/,Homo sapiens,Mixed,~22000 signatures,Drug signatures,Aggregated,Drug perturbation,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,partial,public_open,downloadable,project/data/external/dsigdb/ (planned),Drug-signature reference for DM1 reversal scoring,Patient-claim transfer,medium,Reference DB
P1_TIMER2,PAPER1_CANCER_CORE,TIMER2,timer2_immune_deconv,TIMER2 immune deconvolution reference,Li et al. NAR 2020,2020,http://timer.cistrome.org/,Homo sapiens,TCGA-derived,~10000,Pan-cancer + thyroid,Deconvolution reference,Pan-cancer immune infiltrate,YES,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/timer2/ (planned),Immune-cell-fraction reference for TCGA-THCA,HLA allele claim,low,Methodology reference
P1_XCELL,PAPER1_CANCER_CORE,xCell,xcell_immune_deconv,xCell deconvolution reference,Aran et al. Genome Biol 2017,2017,https://xcell.ucsf.edu/,Homo sapiens,Mixed,~64 cell types,Pan-cancer + thyroid,Deconvolution signatures,Cell-type signatures,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/xcell/ (planned),Cell-type composition reference,HLA allele claim,low,Use as deconvolution baseline
P1_CIBERSORTX,PAPER1_CANCER_CORE,CIBERSORTx,cibersortx_immune_deconv,CIBERSORTx deconvolution reference,Steen et al. Nat Biotechnol 2019,2019,https://cibersortx.stanford.edu/,Homo sapiens,Mixed,N/A (signatures),Pan-cancer,Deconvolution method,Method,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/cibersortx/ (planned),Immune-cell composition method reference,HLA allele claim,low,Method for LM22 deconvolution
P1_HUMAN_PROTEIN_ATLAS,PAPER1_CANCER_CORE,HPA,hpa_thyroid,Human Protein Atlas thyroid expression,Uhlén et al. Science 2015,2015,https://www.proteinatlas.org/humanproteome/tissue/thyroid+gland,Homo sapiens,Mixed,multiple,Healthy + cancer thyroid,IHC + RNA-seq + proteomics,Healthy thyroid + thyroid cancer,YES,NO,YES,NO,NO,NO,partial,NO,partial,NO,partial,public_open,downloadable,project/data/external/hpa_thyroid/ (planned),Protein-level baseline for DM1/RAI genes,HLA allele claim,low,IHC images useful for pathology layer
P1_CELLXGENE_THYROID,PAPER1_CANCER_CORE,CellxGene,cellxgene_thyroid,CellxGene thyroid scRNA collection,CZI consortium,ongoing,https://cellxgene.cziscience.com/,Homo sapiens,Mixed,multiple datasets,Thyroid scRNA,scRNA-seq aggregator,Thyroid + thyroid cancer,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,NO,public_open,downloadable,project/data/external/cellxgene_thyroid/ (planned),Aggregated thyroid scRNA reference,HLA allele claim,low,Multi-dataset aggregator
P1_BROAD_SCP_THYROID,PAPER1_CANCER_CORE,Broad_SCP,scp_thyroid_collection,Broad Single-Cell Portal thyroid datasets,Broad consortium,ongoing,https://singlecell.broadinstitute.org/,Homo sapiens,Mixed,multiple datasets,Thyroid scRNA,scRNA-seq aggregator,Thyroid + thyroid cancer,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,NO,public_open,downloadable,project/data/external/scp_thyroid/ (planned),Aggregated thyroid scRNA reference,HLA allele claim,low,Multi-dataset aggregator
P1_PISCO_LAB,PAPER1_CANCER_CORE,Pisco_Lab,pisco_thyroid_atlas,Pisco lab thyroid scRNA atlas (placeholder),NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Healthy + tumor thyroid,scRNA-seq,Atlas reference,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,NO,public_open,query_required,project/data/external/pisco_thyroid/ (planned),Thyroid scRNA reference,HLA allele claim,low,Verify lab and dataset identifiers
P1_VISIUM_THYROID_DEMO,PAPER1_CANCER_CORE,10x_Genomics,visium_thyroid_public_demo,10x Genomics public Visium thyroid demo datasets,10x Genomics,ongoing,https://www.10xgenomics.com/resources/datasets,Homo sapiens,Mixed,demo samples,Thyroid Visium,Spatial,Public demo,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,NO,public_open,downloadable,project/data/external/visium_thyroid_demo/ (planned),Spatial reference for cross-platform validation,HLA allele claim,low,Demo only — limited samples
P1_STEREO_THYROID,PAPER1_CANCER_CORE,Stereo_seq,stereo_thyroid_placeholder,BGI Stereo-seq thyroid datasets (placeholder),BGI / STOmics,ongoing,https://en.stomics.tech/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Thyroid spatial,Stereo-seq,Spatial,YES,NO,YES,NO,NO,NO,NO,NO,partial,NO,NO,public_open_partial,query_required,project/data/external/stereo_thyroid/ (planned),High-resolution spatial reference,HLA allele claim,medium,Verify dataset availability
P1_GDC_PANCAN_PROTEOMICS,PAPER1_CANCER_CORE,GDC_PDC,gdc_pancan_proteomics,GDC Proteomic Data Commons pan-cancer (incl thyroid),NCI Proteomic Data Commons,ongoing,https://pdc.cancer.gov/,Homo sapiens,Mixed,multiple,Pan-cancer proteomics,Mass spec,Pan-cancer proteomics,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open,api_available,project/data/external/gdc_pdc/ (planned),Proteomic axis on TCGA + CPTAC,HLA allele claim,low,Filter to thyroid samples
P1_GDC_PANCAN_RPPA,PAPER1_CANCER_CORE,GDC,gdc_pancan_rppa,TCGA pan-cancer RPPA reverse-phase protein arrays (incl THCA),Hoadley et al. Cell 2018,2018,https://gdc.cancer.gov/about-data/publications/PanCanAtlas-Splicing-2018,Homo sapiens,Mixed,~5000+ samples,Pan-cancer tumor,RPPA,Pan-cancer protein layer,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open,api_available,project/data/external/gdc_rppa/ (planned),RPPA layer for THCA,HLA allele claim,low,Filter to THCA samples
P1_PANNUKE_THYROID,PAPER1_CANCER_CORE,PanNuke,pannuke_thyroid_subset,PanNuke pathology image dataset (incl thyroid subset),Gamper et al. ECDP 2019,2019,https://jgamper.github.io/PanNukeDataset/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Pan-cancer pathology images,H&E pathology,Pan-cancer + thyroid subset,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/pannuke_thyroid/ (planned),Pathology image reference for H&E → DM1 projection,HLA allele claim,low,Filter to thyroid subset
P1_TCGA_PATHOLOGY,PAPER1_CANCER_CORE,GDC,tcga_thca_pathology_slides,TCGA-THCA H&E whole-slide images,GDC,2014+,https://portal.gdc.cancer.gov/projects/TCGA-THCA,Homo sapiens,USA mixed,~507,Tumor primary slides,H&E whole-slide imaging,PTC subtypes,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,public_open,downloadable,project/data/external/tcga_thca_pathology/ (planned),Pathology layer for Paper 2 (per memory user_image_skills),HLA allele claim,low,Massive — selective slide pulls per Paper 2 design
P1_GSE275XXX,PAPER1_CANCER_CORE,GEO,GSE275XXX_placeholder,Recent thyroid cancer GSE2025 placeholder series,NEEDS_MANUAL_REVIEW,2025,https://www.ncbi.nlm.nih.gov/geo/browse/,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/gse275xxx_search/ (planned),Generic placeholder — search GEO for 2025 thyroid GSE accessions,HLA allele claim,medium,Run GEO bulk query: organism=Homo sapiens & series & thyroid 2025
P1_GSE280XXX,PAPER1_CANCER_CORE,GEO,GSE280XXX_placeholder,Recent thyroid cancer GSE late-2025 placeholder series,NEEDS_MANUAL_REVIEW,2025,https://www.ncbi.nlm.nih.gov/geo/browse/,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/gse280xxx_search/ (planned),Generic placeholder — search GEO,HLA allele claim,medium,Run GEO bulk query
