evidence_id	dataset	cohort_definition	n_total	n_event	n_control	molecular_measure	endpoint	endpoint_timing	comparison	effect_measure	effect_estimate	ci_low	ci_high	p_value	q_value	model	covariates	unit_of_analysis	independence_issue	missingness	power_or_mde	source_raw_file	source_script	source_output	reproduced	claim_supported	claim_not_supported	risk_level	notes
G138-06	GSE138042	95 libraries (13 refractory vs 82 rest)	95	13	82	8-gene panel z-score	RAI-refractory vs rest (broad contrast)		ADJUSTED logistic: panel z, immune and stroma held constant	odds ratio	0.28754794751077517	0.10096405818993778	0.8189431328335798	0.0195952720942198		ordinary logistic regression, 3 covariates	immune, stroma	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_adjusted_2026_08_06.tsv; rai-response-genomics-atlas/results/tables/gse138042_rair_panel_main_2026_08_06.tsv (duplicate row); rai-response-genomics-atlas/results/reports/gse138042_rair_panel_brief_2026_08_06.md	exact	Panel z retains a significant association (OR=0.29) after adjusting for immune and stromal composition on the BROAD (95-library) contrast -- unlike GSE151179, where the equivalent adjustment removed the association entirely.	This is the broad (95-library, composition-confounded per G138-03) contrast, not the clean 13-vs-10 RAI-outcome contrast (G138-01, which was not itself adjusted for composition).	moderate	Appears identically in both gse138042_rair_adjusted_2026_08_06.tsv (term=panel_z) and as the last row of gse138042_rair_panel_main_2026_08_06.tsv.
G138-07	GSE138042	95 libraries (13 refractory vs 82 rest)	95			composition score: immune-transcript signature	RAI-refractory vs rest (broad contrast)		ADJUSTED logistic: immune term, panel z and stroma held constant	odds ratio	0.2853493479986703	0.09584064965032649	0.8495794915867299	0.024271240314981592		ordinary logistic regression, 3 covariates	panel_z, stroma	sample				/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_adjusted_2026_08_06.tsv	exact	Immune content itself is independently significant in the same model.		low	
G138-08	GSE138042	95 libraries (13 refractory vs 82 rest)	95			composition score: stromal-transcript signature	RAI-refractory vs rest (broad contrast)		ADJUSTED logistic: stroma term, panel z and immune held constant	odds ratio	1.943140819514909	0.8526988280528489	4.428053751507037	0.11392874954968478		ordinary logistic regression, 3 covariates	panel_z, immune	sample				/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_adjusted_2026_08_06.tsv	exact		Stroma term not significant in the joint model.	low	
G138-GENE-TG	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	TG expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	TG, radioresistant vs radiosensitive	Cohen's d	-1.1844031821927965			0.014298083798964127	0.05719233519585651	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.19230769230769232)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact	TG and TSHR nominally significant (P<0.05) but do not survive BH correction (q=0.057, 0.096).		low	
G138-GENE-TSHR	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	TSHR expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	TSHR, radioresistant vs radiosensitive	Cohen's d	-1.1008101403406843			0.012015003224274784	0.09612002579419827	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.18461538461538463)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact	TG and TSHR nominally significant (P<0.05) but do not survive BH correction (q=0.057, 0.096).		low	
G138-GENE-SLC5A5	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	SLC5A5 expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	SLC5A5, radioresistant vs radiosensitive	Cohen's d	-0.6723147915907886			0.1824092981672638	0.3648185963345276	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.33076923076923076)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact		SLC5A5 (NIS), the direct iodide-transport gene, is not significant on the clean 13-vs-10 contrast (q=0.36); reporting only the broad confounded contrast (where NIS was q=0.006) would overstate mechanistic specificity.	low	
G138-GENE-TPO	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	TPO expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	TPO, radioresistant vs radiosensitive	Cohen's d	-0.6256553711399314			0.2777870669053022	0.4444593070484835	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.36153846153846153)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact			low	
G138-GENE-NKX2-1	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	NKX2-1 expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	NKX2-1, radioresistant vs radiosensitive	Cohen's d	-0.012223550502514413			0.9258828652977943	0.9258828652977943	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.5153846153846153)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact			low	
G138-GENE-FOXE1	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	FOXE1 expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	FOXE1, radioresistant vs radiosensitive	Cohen's d	0.301397459175315			0.5980910784890172	0.6835326611303054	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.5692307692307692)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact			low	
G138-GENE-DIO1	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	DIO1 expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	DIO1, radioresistant vs radiosensitive	Cohen's d	0.44982410610361595			0.3364168335882751	0.44855577811770014	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.6230769230769231)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact			low	
G138-GENE-PAX8	GSE138042	13 radioresistant vs 10 radiosensitive carcinomas (documented RAI outcome)	23	13	10	PAX8 expression (single gene)	radioresistant vs radiosensitive	documented post-RAI outcome	PAX8, radioresistant vs radiosensitive	Cohen's d	0.7232843854782727			0.12865542768146412	0.3430811404839043	Mann-Whitney U, BH-corrected across 8 genes (AUC=0.6923076923076923)	none	sample	none stated			/data/rai_atlas/raw/GSE138042/GSE138042_mRNA_seq_thyroid.csv.gz; /data/rai_atlas/raw/GSE138042/mmc1.xlsx	rai-response-genomics-atlas/scripts/gse138042_rair_panel_2026_08_06.py	rai-response-genomics-atlas/results/tables/gse138042_rair_per_gene_2026_08_06.tsv	exact			low	
SIR-01	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 papillary thyroid carcinomas with adjudicated 7-criterion radioiodine refractoriness (Refractory 66 / Avid 92)	158	66	92	driver mutation class (BRAF V600E / RAS hotspot / BRAF-RAS-negative)	RAI refractoriness (7-criterion definition)		driver class x RAI refractoriness (3-class chi-square)	chi-square statistic	0.7869196915090643			0.6747184098415844		chi-square test of independence, 3x2 table	none	patient	none stated			/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv; rai-response-genomics-atlas/results/reports/siraj2022_driver_vs_rai_brief_2026_08_06.md	exact	Driver mutation class alone does not identify radioiodine-refractory disease (P=0.67, n=158) in this independent advanced-disease cohort -- the negative premise the manuscript's differentiation-axis argument rests on.		low	Internal validity of the refractory label confirmed independently (see SIR-05/06).
SIR-02	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC, 7-criterion RAI refractoriness	158			driver mutation class (this group vs rest of 158)	RAI refractoriness		BRAF V600E vs rest — refractory	odds ratio	0.8259303721488596			0.6289592122746384		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact			low	32/81 refractory in group; 34/77 in rest; no CI reported in source table for this pairwise OR.
SIR-03	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC, 7-criterion RAI refractoriness	158			driver mutation class (this group vs rest of 158)	RAI refractoriness		BRAF/RAS-negative vs rest — refractory	odds ratio	1.3433333333333333			0.4030267057522434		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact	BRAF/RAS-negative group has the numerically highest refractory fraction (46%) but not significantly so (P=0.40).		low	26/56 refractory in group; 40/102 in rest; no CI reported in source table for this pairwise OR.
SIR-04	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC, 7-criterion RAI refractoriness	158			driver mutation class (this group vs rest of 158)	RAI refractoriness		RAS hotspot vs rest — refractory	odds ratio	0.8381962864721485			0.8144073682528641		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact			low	8/21 refractory in group; 58/137 in rest; no CI reported in source table for this pairwise OR.
SIR-05	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC, split by refractory (66) vs avid (92)	158	66	92	cumulative radioiodine activity (mCi)	internal validity check of the refractory label	cumulative, all courses	cumulative RAI activity (mCi): refractory vs avid (median 149.5 vs 100.0)	Mann-Whitney U statistic	4802.5			4.671332078801766e-10		Mann-Whitney U	none	patient				/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact	Refractory patients received ~50% more cumulative radioiodine, as expected if the refractory label is real and clinically meaningful (validity check, not a differentiation-panel claim).		low	Descriptive/validity check, not a test of the manuscript's molecular hypothesis.
SIR-06	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	74 PTC with thyroglobulin measured 6 months after RAI, split by refractory (42) vs avid (32)	74	42	32	serum thyroglobulin (ug/L), 6 months post-RAI	internal validity check of the refractory label	6 months after radioiodine	thyroglobulin 6 months after RAI: refractory vs avid (median 3.5 vs 0.5)	Mann-Whitney U statistic	1039.5			6.0595466271401804e-05		Mann-Whitney U	none	patient		74/158 have a 6-month thyroglobulin value (84 missing)		/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact	Refractory patients retain ~7x higher post-treatment thyroglobulin, confirming the label behaves as a nuclear-medicine physician would expect.		low	Descriptive/validity check.
SIR-07	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC	158	66		RAI refractoriness status itself	progression-free survival (PFS)	from initial treatment	PFS ~ RAI refractoriness (Cox) -- PARTLY CIRCULAR	hazard ratio	116.44761499068056	16.07	843.61	2.4929288950447053e-06		Cox proportional hazards	none	patient				/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv; rai-response-genomics-atlas/results/reports/siraj2022_driver_vs_rai_brief_2026_08_06.md	exact		DO NOT USE as an outcome finding: the refractoriness definition itself includes structural progression among its 7 criteria, so exposure and outcome share a component (circular). Explicitly flagged as circular by the source script/brief.	critical	Retained in the output table only with an explicit circularity flag; must not appear in the manuscript as a PFS association.
SIR-08	Siraj 2022 (KFSHRC, Cancers 2022;14:1584)	158 PTC	158			BRAF/RAS-negative driver class	progression-free survival (PFS)	from initial treatment	PFS ~ BRAF/RAS-negative (Cox)	hazard ratio	1.6737129307829488	0.97	2.88	0.06248617076861919		Cox proportional hazards	none	patient				/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/siraj2022_driver_vs_rai_refractory_2026_08_06.py	rai-response-genomics-atlas/results/tables/siraj2022_driver_vs_rai_2026_08_06.tsv	exact		Borderline trend only (P=0.06), not a significant result; proportional-hazards assumption not reported as tested.	moderate	
ZH-01	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced differentiated thyroid carcinoma patients (RAI sensitivity: Refractory 58 / Avid 55)	113	58	55	driver mutation class (BRAF V600E / RAS hotspot / BRAF-RAS-negative)	RAI refractoriness (scan-based avidity)		driver class x RAI refractoriness (3-class chi-square)	chi-square statistic	4.441553418981182			0.10852478385161192		chi-square test of independence, 3x2 table	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv; rai-response-genomics-atlas/results/reports/zhang2026_driver_vs_rai_brief_2026_08_06.md	exact	Driver mutation class does not identify radioiodine-refractory disease (P=0.109); replicates the Siraj 2022 null (SIR-01, P=0.67) in a second, independent 113-patient advanced-disease cohort.		low	
ZH-02	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, RAI sensitivity 58 refractory / 55 avid	113			driver mutation class (this group vs rest of 113)	RAI refractoriness		BRAF V600E vs rest — refractory	odds ratio	1.9185185185185185			0.12535936943003742		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv	exact		BRAF V600E is numerically MORE refractory here (61%, opposite numerical direction to the manuscript's BRAF/RAS-negative framing), though not significant.	low	No CI reported in source table for this pairwise OR.
ZH-03	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, RAI sensitivity 58 refractory / 55 avid	113			driver mutation class (this group vs rest of 113)	RAI refractoriness		BRAF/RAS-negative vs rest — refractory	odds ratio	0.7808676307007787			0.5743001634304554		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv	exact			low	No CI reported in source table for this pairwise OR.
ZH-04	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, RAI sensitivity 58 refractory / 55 avid	113			driver mutation class (this group vs rest of 113)	RAI refractoriness		RAS hotspot vs rest — refractory	odds ratio	0.32045454545454544			0.11835202997411323		2x2 chi-square / OR	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv	exact			low	No CI reported in source table for this pairwise OR.
ZH-05	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, proteomic consensus subtype CC1 (43) / CC2 (40) / CC3 (30)	113	58	55	proteomic consensus clustering subtype (CC1/CC2/CC3, whole-proteome, not the 8-gene panel)	RAI refractoriness (scan-based avidity)		proteomic CC subtype x RAI refractoriness (3-class chi-square): CC1 21% -> CC2 57% -> CC3 87%	chi-square statistic	31.5107808437219			1.4372121484731988e-07		chi-square test of independence, 3x2 table	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv; rai-response-genomics-atlas/results/reports/zhang2026_driver_vs_rai_brief_2026_08_06.md	exact	An expression-derived molecular subtype identifies refractoriness strongly (P=1.4e-7), far more strongly than driver class (ZH-01, P=0.109) in the SAME 113 patients and the SAME endpoint -- within-cohort comparison removes cohort-level (but not patient-level) confounding.	This does NOT validate the eight-gene panel: CC subtypes are whole-proteome consensus clusters (iProX-gated, not obtained), conceptually analogous but not the same measurement. 'Cannot be explained by confounding' and 'directly validates the eight-gene panel' are both explicitly prohibited wordings per audit05.	moderate	AUDIT WITHDRAWAL: audit05_EXTERNAL_COHORT_AUDIT.md section 3 withdraws the framing 'cannot be explained by confounding' -- disease burden, metastatic site, histology, stage, prior treatment, cumulative activity, tumour cellularity and proteomic batch are all unadjusted.
ZH-05b	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	73 advanced DTC patients in CC1 (n=43) or CC3 (n=30) only	73	35	38	proteomic consensus clustering subtype (CC1 vs CC3)	RAI refractoriness (scan-based avidity)		CC1 (9/43 refractory, 21%) vs CC3 (26/30 refractory, 87%)	odds ratio	24.555555555555557	6.80187867181904	88.64834816007095	2.044254082533007e-08		Fisher exact test, 2x2	none	patient	none stated			/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/reports/zhang2026_driver_vs_rai_brief_2026_08_06.md (prose only); SELF-VERIFIED 2026-08-06 by recomputing Fisher exact test directly from rai-response-genomics-atlas/results/tables/zhang2026_patient_table_2026_08_06.tsv (cc_subtype x rai_sensitivity, CC1 vs CC3 subset): OR=24.56, 95% CI 6.80-88.65, P=2.04e-8 -- matches the report brief's 'OR 24.6, P=2.0x10^-8' to reported precision.	exact	Pairwise CC1-vs-CC3 contrast independently recomputed and confirmed from the raw patient table.	Same confounding caveats as ZH-05.	moderate	This exact pairwise statistic (and its 95% CI) does not appear as a machine-readable row in zhang2026_driver_vs_rai_2026_08_06.tsv (only the 3-class chi-square, ZH-05, is saved there); it was independently recomputed from the raw patient table during this audit for traceability, since the evidence-lock rule requires a source for every claim.
ZH-06	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, histology FTC(16)/cPTC(79)/fvPTC(18)	113			histological subtype (FTC/cPTC/fvPTC)	RAI refractoriness (scan-based avidity)		histology x RAI refractoriness (3-class chi-square): FTC 56% / cPTC 54% / fvPTC 33%	chi-square statistic	2.792575443434784			0.2475141017775824		chi-square test of independence, 3x2 table	none	patient				/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/tables/zhang2026_driver_vs_rai_2026_08_06.tsv	exact		Histology also does not significantly discriminate refractoriness in this cohort.	low	
ZH-07	Zhang 2026 (Fudan, Cell Rep Med 2026;7:102661)	113 advanced DTC, biochemical response grade by CC subtype (descriptive)	113			biochemical response grade (G1/G2/G3) by proteomic CC subtype	biochemical response to RAI (thyroglobulin-based grade)		CC1 18/40 G1 (>=50% Tg decline) vs CC3 29/30 G3 (>=10% Tg rise)							descriptive cross-tabulation, no formal test performed in source material		patient				/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/zhang2026_extract_and_test_2026_08_06.py	rai-response-genomics-atlas/results/reports/zhang2026_driver_vs_rai_brief_2026_08_06.md (prose only)	source unavailable	Descriptive gradient consistent with ZH-05 (subtype tracks RAI response), but no p-value is reported anywhere for this specific breakdown.		moderate	EVIDENCE-LOCK FLAG: no p-value in any source file for this comparison; do not attach a significance claim to it. n=113 total but the '18/40' and '29/30' denominators cited in the brief sum to 70/113 (NA/G2 patients excluded from those two cells); verify denominators before manuscript use.
POOL-01	Siraj 2022 (component of pooled meta-analysis)	158 PTC, 7-criterion refractoriness	158			driver mutation class (3-class)	RAI refractoriness		driver class x refractory (chi-square) -- pooled-analysis input	chi-square statistic	0.7869196915090643			0.6747184098415844		chi-square test of independence, 3x2 table (recomputed inside the pooled script from siraj2022_patient_level_2026_08_06.tsv)	none	patient				/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3)	rai-response-genomics-atlas/scripts/pooled_driver_vs_rai_2026_08_06.py	rai-response-genomics-atlas/results/tables/pooled_driver_vs_rai_2026_08_06.tsv	exact	Matches SIR-01 exactly (same statistic, same cohort, recomputed inside the pooled-analysis script from the same patient-level file).		low	
POOL-02	Zhang 2026 (component of pooled meta-analysis)	113 advanced DTC	113			driver mutation class (3-class)	RAI refractoriness		driver class x refractory (chi-square) -- pooled-analysis input	chi-square statistic	4.441553418981182			0.10852478385161192		chi-square test of independence, 3x2 table	none	patient				/data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext)	rai-response-genomics-atlas/scripts/pooled_driver_vs_rai_2026_08_06.py	rai-response-genomics-atlas/results/tables/pooled_driver_vs_rai_2026_08_06.tsv	exact	Matches ZH-01 exactly (same statistic, same cohort).		low	
POOL-03	Boucai 2023 (MSKCC, Clin Cancer Res 2023;29:1620)	23 of 24 published exceptional-responder/non-responder patients with somatic mutation data (1 excluded, ERAI_3, present in clinical table but absent from mutation sheet -- see audit05 section 1)	23			driver mutation class (3-class, called from Table S2 mutation lists)	RECIST exceptional response / non-response		driver class x refractory (chi-square) -- pooled-analysis input	chi-square statistic	6.783630952380952			0.033647535116767616		chi-square test of independence, 3x2 table	none	patient	resolved by audit05: NRAI_1A/1B and other A/B-labelled samples confirmed to be distinct patients (discordant truncal drivers in 3/5 checkable pairs; 1:2 matched design), not within-patient replicates	1/24 published patients (ERAI_3) excluded for missing mutation data		/data/rai_atlas/external/boucai2023/boucai_table_S2.xlsx (sheet 'Somatic mutations in ER and NR')	rai-response-genomics-atlas/scripts/pooled_driver_vs_rai_2026_08_06.py	rai-response-genomics-atlas/results/tables/pooled_driver_vs_rai_2026_08_06.tsv; audit/rai_integration_20260806/05_EXTERNAL_COHORT_AUDIT.md (section 1, n=23 vs 24 resolution)	exact	The only nominally significant single-cohort driver-class test (P=0.034), but it is also the smallest cohort (n=23) and, per audit05, points in the OPPOSITE direction to the other two cohorts.		moderate	Any figure/Methods sentence using n=23 must state the ERAI_3 exclusion reason verbatim per audit05's 'Required wording' section.
POOL-04	Pooled: Siraj 2022 + Zhang 2026 + Boucai 2023	294 patients across 3 independent, clinically heterogeneous cohorts (7-criterion refractoriness / scan-based avidity / RECIST exceptional response)	294			BRAF/RAS-negative driver class (vs all other drivers, pooled)	RAI refractoriness (endpoint definition differs by cohort, stated not hidden)		BRAF/RAS-negative vs rest — refractory, random-effects pooled	odds ratio	0.7484589351887844	0.3	1.87	0.5347918006737788		random-effects meta-analysis (DerSimonian-Laird-style tau^2, inverse-variance weighting on log-OR; Haldane-Anscombe 0.5 correction applied only if any 2x2 cell = 0)	none	patient (pooled across 3 cohorts)	patient-level independence resolved per-cohort (Boucai per audit05 section 1); cross-cohort heterogeneity is substantial		I^2=63% on only 3 studies (tau^2 poorly estimated at this k)	/data/rai_atlas/external/siraj2022/SupplementaryTables.xlsx (Tables S1, S3); /data/rai_atlas/external/supp_bulk/mmc1.pdf (Tables S1, S2, parsed via pdftotext); /data/rai_atlas/external/boucai2023/boucai_table_S2.xlsx (sheet 'Somatic mutations in ER and NR')	rai-response-genomics-atlas/scripts/pooled_driver_vs_rai_2026_08_06.py	rai-response-genomics-atlas/results/tables/pooled_driver_vs_rai_2026_08_06.tsv; rai-response-genomics-atlas/results/figures/figure_pooled_driver_vs_rai_2026_08_06.png; audit/rai_integration_20260806/05_EXTERNAL_COHORT_AUDIT.md (section 2); audit/rai_integration_20260806/00_EXECUTIVE_DECISION.md (Q6)	exact	Pooled estimate is null (OR=0.75, 95% CI 0.30-1.87). REQUIRED WORDING per audit05: 'Across three clinically heterogeneous cohorts, driver class did not consistently discriminate radioiodine-refractory disease, with substantial between-study heterogeneity.'	PROHIBITED WORDINGS per audit05: 'the driver axis is dead', 'all three cohorts were consistent', 'driver mutations do not matter', 'the meta-analysis disproves driver biology', and any phrasing implying a head-to-head comparison against the eight-gene score in the same patients (no such comparison exists).	high	Wide CI (0.30-1.87) is compatible with moderate associations in either direction; 3-study heterogeneity makes tau^2/I^2 unstable; smallest study (Boucai, n=23) is the only nominally significant one and points opposite. See POOL-01 note for an unresolved n-vs-detail inconsistency in the Siraj input row of this same source table.
