gene_name	chrom	bin	bin_index	bin_start	bin_end
TMEM147	19	chr19_bin006	203	22634324	35637686
ATP4A	19	chr19_bin006	203	22634324	35637686
LINC01766	19	chr19_bin006	203	22634324	35637686
PMIS2	19	chr19_bin006	203	22634324	35637686
HAUS5	19	chr19_bin006	203	22634324	35637686
RBM42	19	chr19_bin006	203	22634324	35637686
ETV2	19	chr19_bin007	204	35641745	38975742
COX6B1	19	chr19_bin007	204	35641745	38975742
UPK1A	19	chr19_bin007	204	35641745	38975742
UPK1A-AS1	19	chr19_bin007	204	35641745	38975742
ZBTB32	19	chr19_bin007	204	35641745	38975742
KMT2B	19	chr19_bin007	204	35641745	38975742
IGFLR1	19	chr19_bin007	204	35641745	38975742
U2AF1L4	19	chr19_bin007	204	35641745	38975742
PSENEN	19	chr19_bin007	204	35641745	38975742
LIN37	19	chr19_bin007	204	35641745	38975742
HSPB6	19	chr19_bin007	204	35641745	38975742
PROSER3	19	chr19_bin007	204	35641745	38975742
ARHGAP33	19	chr19_bin007	204	35641745	38975742
PRODH2	19	chr19_bin007	204	35641745	38975742
NPHS1	19	chr19_bin007	204	35641745	38975742
KIRREL2	19	chr19_bin007	204	35641745	38975742
APLP1	19	chr19_bin007	204	35641745	38975742
NFKBID	19	chr19_bin007	204	35641745	38975742
HCST	19	chr19_bin007	204	35641745	38975742
TYROBP	19	chr19_bin007	204	35641745	38975742
LRFN3	19	chr19_bin007	204	35641745	38975742
SDHAF1	19	chr19_bin007	204	35641745	38975742
SYNE4	19	chr19_bin007	204	35641745	38975742
ALKBH6	19	chr19_bin007	204	35641745	38975742
CLIP3	19	chr19_bin007	204	35641745	38975742
THAP8	19	chr19_bin007	204	35641745	38975742
WDR62	19	chr19_bin007	204	35641745	38975742
OVOL3	19	chr19_bin007	204	35641745	38975742
POLR2I	19	chr19_bin007	204	35641745	38975742
TBCB	19	chr19_bin007	204	35641745	38975742
CAPNS1	19	chr19_bin007	204	35641745	38975742
COX7A1	19	chr19_bin007	204	35641745	38975742
ZNF565	19	chr19_bin007	204	35641745	38975742
ZNF146	19	chr19_bin007	204	35641745	38975742
LINC00665	19	chr19_bin007	204	35641745	38975742
ZFP14	19	chr19_bin007	204	35641745	38975742
ZFP82	19	chr19_bin007	204	35641745	38975742
ZNF566	19	chr19_bin007	204	35641745	38975742
ZNF260	19	chr19_bin007	204	35641745	38975742
ZNF529	19	chr19_bin007	204	35641745	38975742
ZNF529-AS1	19	chr19_bin007	204	35641745	38975742
ZNF382	19	chr19_bin007	204	35641745	38975742
ZNF461	19	chr19_bin007	204	35641745	38975742
ZNF567	19	chr19_bin007	204	35641745	38975742
ZNF850	19	chr19_bin007	204	35641745	38975742
ZNF790-AS1	19	chr19_bin007	204	35641745	38975742
ZNF790	19	chr19_bin007	204	35641745	38975742
ZNF345	19	chr19_bin007	204	35641745	38975742
ZNF829	19	chr19_bin007	204	35641745	38975742
ZNF568	19	chr19_bin007	204	35641745	38975742
ZNF420	19	chr19_bin007	204	35641745	38975742
ZNF585A	19	chr19_bin007	204	35641745	38975742
ZNF585B	19	chr19_bin007	204	35641745	38975742
ZNF383	19	chr19_bin007	204	35641745	38975742
LINC01535	19	chr19_bin007	204	35641745	38975742
ZNF875	19	chr19_bin007	204	35641745	38975742
ZNF527	19	chr19_bin007	204	35641745	38975742
ZNF569	19	chr19_bin007	204	35641745	38975742
ZNF570	19	chr19_bin007	204	35641745	38975742
ZNF793-AS1	19	chr19_bin007	204	35641745	38975742
ZNF793	19	chr19_bin007	204	35641745	38975742
ZNF571-AS1	19	chr19_bin007	204	35641745	38975742
ZNF540	19	chr19_bin007	204	35641745	38975742
ZNF571	19	chr19_bin007	204	35641745	38975742
ZFP30	19	chr19_bin007	204	35641745	38975742
ZNF781	19	chr19_bin007	204	35641745	38975742
ZNF607	19	chr19_bin007	204	35641745	38975742
ZNF573	19	chr19_bin007	204	35641745	38975742
WDR87	19	chr19_bin007	204	35641745	38975742
SIPA1L3	19	chr19_bin007	204	35641745	38975742
DPF1	19	chr19_bin007	204	35641745	38975742
SPINT2	19	chr19_bin007	204	35641745	38975742
PPP1R14A	19	chr19_bin007	204	35641745	38975742
YIF1B	19	chr19_bin007	204	35641745	38975742
C19orf33	19	chr19_bin007	204	35641745	38975742
KCNK6	19	chr19_bin007	204	35641745	38975742
CATSPERG	19	chr19_bin007	204	35641745	38975742
PSMD8	19	chr19_bin007	204	35641745	38975742
GGN	19	chr19_bin007	204	35641745	38975742
SPRED3	19	chr19_bin007	204	35641745	38975742
FAM98C	19	chr19_bin007	204	35641745	38975742
RASGRP4	19	chr19_bin007	204	35641745	38975742
RYR1	19	chr19_bin007	204	35641745	38975742
MAP4K1	19	chr19_bin007	204	35641745	38975742
EIF3K	19	chr19_bin007	204	35641745	38975742
ACTN4	19	chr19_bin007	204	35641745	38975742
CAPN12	19	chr19_bin007	204	35641745	38975742
LGALS7	19	chr19_bin007	204	35641745	38975742
LGALS7B	19	chr19_bin007	204	35641745	38975742
LGALS4	19	chr19_bin007	204	35641745	38975742
ECH1	19	chr19_bin007	204	35641745	38975742
HNRNPL	19	chr19_bin007	204	35641745	38975742
RINL	19	chr19_bin007	204	35641745	38975742
SIRT2	19	chr19_bin007	204	35641745	38975742
NFKBIB	19	chr19_bin007	204	35641745	38975742
CCER2	19	chr19_bin007	204	35641745	38975742
SARS2	19	chr19_bin007	204	35641745	38975742
MRPS12	19	chr19_bin007	204	35641745	38975742
ERVK9-11	19	chr19_bin007	204	35641745	38975742
FBXO17	19	chr19_bin007	204	35641745	38975742
FBXO27	19	chr19_bin008	205	38990714	42390297
ACP7	19	chr19_bin008	205	38990714	42390297
PAK4	19	chr19_bin008	205	38990714	42390297
NCCRP1	19	chr19_bin008	205	38990714	42390297
SYCN	19	chr19_bin008	205	38990714	42390297
IFNL3	19	chr19_bin008	205	38990714	42390297
IFNL2	19	chr19_bin008	205	38990714	42390297
IFNL1	19	chr19_bin008	205	38990714	42390297
LRFN1	19	chr19_bin008	205	38990714	42390297
GMFG	19	chr19_bin008	205	38990714	42390297
SAMD4B	19	chr19_bin008	205	38990714	42390297
PAF1	19	chr19_bin008	205	38990714	42390297
MED29	19	chr19_bin008	205	38990714	42390297
ZFP36	19	chr19_bin008	205	38990714	42390297
PLEKHG2	19	chr19_bin008	205	38990714	42390297
RPS16	19	chr19_bin008	205	38990714	42390297
SUPT5H	19	chr19_bin008	205	38990714	42390297
TIMM50	19	chr19_bin008	205	38990714	42390297
DLL3	19	chr19_bin008	205	38990714	42390297
SELENOV	19	chr19_bin008	205	38990714	42390297
EID2B	19	chr19_bin008	205	38990714	42390297
EID2	19	chr19_bin008	205	38990714	42390297
LGALS13	19	chr19_bin008	205	38990714	42390297
LGALS16	19	chr19_bin008	205	38990714	42390297
LGALS14	19	chr19_bin008	205	38990714	42390297
CLC	19	chr19_bin008	205	38990714	42390297
LEUTX	19	chr19_bin008	205	38990714	42390297
DYRK1B	19	chr19_bin008	205	38990714	42390297
FBL	19	chr19_bin008	205	38990714	42390297
FCGBP	19	chr19_bin008	205	38990714	42390297
PSMC4	19	chr19_bin008	205	38990714	42390297
ZNF546	19	chr19_bin008	205	38990714	42390297
ZNF780B	19	chr19_bin008	205	38990714	42390297
ZNF780A	19	chr19_bin008	205	38990714	42390297
MAP3K10	19	chr19_bin008	205	38990714	42390297
TTC9B	19	chr19_bin008	205	38990714	42390297
AKT2	19	chr19_bin008	205	38990714	42390297
C19orf47	19	chr19_bin008	205	38990714	42390297
PLD3	19	chr19_bin008	205	38990714	42390297
HIPK4	19	chr19_bin008	205	38990714	42390297
PRX	19	chr19_bin008	205	38990714	42390297
SERTAD1	19	chr19_bin008	205	38990714	42390297
SERTAD3	19	chr19_bin008	205	38990714	42390297
BLVRB	19	chr19_bin008	205	38990714	42390297
SPTBN4	19	chr19_bin008	205	38990714	42390297
SHKBP1	19	chr19_bin008	205	38990714	42390297
LTBP4	19	chr19_bin008	205	38990714	42390297
NUMBL	19	chr19_bin008	205	38990714	42390297
COQ8B	19	chr19_bin008	205	38990714	42390297
ITPKC	19	chr19_bin008	205	38990714	42390297
SNRPA	19	chr19_bin008	205	38990714	42390297
MIA	19	chr19_bin008	205	38990714	42390297
RAB4B	19	chr19_bin008	205	38990714	42390297
EGLN2	19	chr19_bin008	205	38990714	42390297
CYP2A6	19	chr19_bin008	205	38990714	42390297
CYP2A7	19	chr19_bin008	205	38990714	42390297
CYP2B6	19	chr19_bin008	205	38990714	42390297
CYP2A13	19	chr19_bin008	205	38990714	42390297
CYP2F1	19	chr19_bin008	205	38990714	42390297
CYP2S1	19	chr19_bin008	205	38990714	42390297
AXL	19	chr19_bin008	205	38990714	42390297
HNRNPUL1	19	chr19_bin008	205	38990714	42390297
TGFB1	19	chr19_bin008	205	38990714	42390297
CCDC97	19	chr19_bin008	205	38990714	42390297
TMEM91	19	chr19_bin008	205	38990714	42390297
B9D2	19	chr19_bin008	205	38990714	42390297
EXOSC5	19	chr19_bin008	205	38990714	42390297
BCKDHA	19	chr19_bin008	205	38990714	42390297
B3GNT8	19	chr19_bin008	205	38990714	42390297
DMAC2	19	chr19_bin008	205	38990714	42390297
ERICH4	19	chr19_bin008	205	38990714	42390297
PCAT19	19	chr19_bin008	205	38990714	42390297
LINC01480	19	chr19_bin008	205	38990714	42390297
CEACAM21	19	chr19_bin008	205	38990714	42390297
CEACAM4	19	chr19_bin008	205	38990714	42390297
CEACAM7	19	chr19_bin008	205	38990714	42390297
CEACAM5	19	chr19_bin008	205	38990714	42390297
CEACAM6	19	chr19_bin008	205	38990714	42390297
CEACAM3	19	chr19_bin008	205	38990714	42390297
LYPD4	19	chr19_bin008	205	38990714	42390297
DMRTC2	19	chr19_bin008	205	38990714	42390297
RPS19	19	chr19_bin008	205	38990714	42390297
CD79A	19	chr19_bin008	205	38990714	42390297
ARHGEF1	19	chr19_bin008	205	38990714	42390297
ERFL	19	chr19_bin008	205	38990714	42390297
RABAC1	19	chr19_bin008	205	38990714	42390297
ATP1A3	19	chr19_bin008	205	38990714	42390297
GRIK5	19	chr19_bin008	205	38990714	42390297
ZNF574	19	chr19_bin008	205	38990714	42390297
POU2F2	19	chr19_bin008	205	38990714	42390297
DEDD2	19	chr19_bin008	205	38990714	42390297
ZNF526	19	chr19_bin008	205	38990714	42390297
GSK3A	19	chr19_bin008	205	38990714	42390297
ERF	19	chr19_bin008	205	38990714	42390297
CIC	19	chr19_bin008	205	38990714	42390297
PAFAH1B3	19	chr19_bin008	205	38990714	42390297
PRR19	19	chr19_bin008	205	38990714	42390297
TMEM145	19	chr19_bin008	205	38990714	42390297
MEGF8	19	chr19_bin008	205	38990714	42390297
CNFN	19	chr19_bin008	205	38990714	42390297
LIPE-AS1	19	chr19_bin009	206	42387222	45782552
LIPE	19	chr19_bin009	206	42387222	45782552
CXCL17	19	chr19_bin009	206	42387222	45782552
CEACAM1	19	chr19_bin009	206	42387222	45782552
CEACAM8	19	chr19_bin009	206	42387222	45782552
PSG3	19	chr19_bin009	206	42387222	45782552
PSG8	19	chr19_bin009	206	42387222	45782552
PSG8-AS1	19	chr19_bin009	206	42387222	45782552
PSG1	19	chr19_bin009	206	42387222	45782552
PSG6	19	chr19_bin009	206	42387222	45782552
PSG7	19	chr19_bin009	206	42387222	45782552
PSG11	19	chr19_bin009	206	42387222	45782552
PSG2	19	chr19_bin009	206	42387222	45782552
PSG5	19	chr19_bin009	206	42387222	45782552
PSG4	19	chr19_bin009	206	42387222	45782552
PSG9	19	chr19_bin009	206	42387222	45782552
CD177	19	chr19_bin009	206	42387222	45782552
TEX101	19	chr19_bin009	206	42387222	45782552
LYPD3	19	chr19_bin009	206	42387222	45782552
PHLDB3	19	chr19_bin009	206	42387222	45782552
ETHE1	19	chr19_bin009	206	42387222	45782552
ZNF575	19	chr19_bin009	206	42387222	45782552
XRCC1	19	chr19_bin009	206	42387222	45782552
PINLYP	19	chr19_bin009	206	42387222	45782552
IRGQ	19	chr19_bin009	206	42387222	45782552
ZNF576	19	chr19_bin009	206	42387222	45782552
SRRM5	19	chr19_bin009	206	42387222	45782552
ZNF428	19	chr19_bin009	206	42387222	45782552
CADM4	19	chr19_bin009	206	42387222	45782552
PLAUR	19	chr19_bin009	206	42387222	45782552
IRGC	19	chr19_bin009	206	42387222	45782552
SMG9	19	chr19_bin009	206	42387222	45782552
KCNN4	19	chr19_bin009	206	42387222	45782552
LYPD5	19	chr19_bin009	206	42387222	45782552
ZNF283	19	chr19_bin009	206	42387222	45782552
ZNF404	19	chr19_bin009	206	42387222	45782552
ZNF45	19	chr19_bin009	206	42387222	45782552
ZNF221	19	chr19_bin009	206	42387222	45782552
ZNF155	19	chr19_bin009	206	42387222	45782552
ZNF230	19	chr19_bin009	206	42387222	45782552
ZNF222	19	chr19_bin009	206	42387222	45782552
ZNF223	19	chr19_bin009	206	42387222	45782552
ZNF284	19	chr19_bin009	206	42387222	45782552
ZNF224	19	chr19_bin009	206	42387222	45782552
ZNF225	19	chr19_bin009	206	42387222	45782552
ZNF234	19	chr19_bin009	206	42387222	45782552
ZNF226	19	chr19_bin009	206	42387222	45782552
ZNF227	19	chr19_bin009	206	42387222	45782552
ZNF235	19	chr19_bin009	206	42387222	45782552
ZNF233	19	chr19_bin009	206	42387222	45782552
ZNF112	19	chr19_bin009	206	42387222	45782552
ZNF285	19	chr19_bin009	206	42387222	45782552
ZNF229	19	chr19_bin009	206	42387222	45782552
ZNF180	19	chr19_bin009	206	42387222	45782552
CEACAM20	19	chr19_bin009	206	42387222	45782552
IGSF23	19	chr19_bin009	206	42387222	45782552
PVR	19	chr19_bin009	206	42387222	45782552
CEACAM19	19	chr19_bin009	206	42387222	45782552
CEACAM16	19	chr19_bin009	206	42387222	45782552
BCL3	19	chr19_bin009	206	42387222	45782552
CBLC	19	chr19_bin009	206	42387222	45782552
BCAM	19	chr19_bin009	206	42387222	45782552
NECTIN2	19	chr19_bin009	206	42387222	45782552
TOMM40	19	chr19_bin009	206	42387222	45782552
APOE	19	chr19_bin009	206	42387222	45782552
APOC1	19	chr19_bin009	206	42387222	45782552
APOC4	19	chr19_bin009	206	42387222	45782552
APOC2	19	chr19_bin009	206	42387222	45782552
CLPTM1	19	chr19_bin009	206	42387222	45782552
RELB	19	chr19_bin009	206	42387222	45782552
CLASRP	19	chr19_bin009	206	42387222	45782552
ZNF296	19	chr19_bin009	206	42387222	45782552
GEMIN7-AS1	19	chr19_bin009	206	42387222	45782552
GEMIN7	19	chr19_bin009	206	42387222	45782552
MARK4	19	chr19_bin009	206	42387222	45782552
PPP1R37	19	chr19_bin009	206	42387222	45782552
NKPD1	19	chr19_bin009	206	42387222	45782552
TRAPPC6A	19	chr19_bin009	206	42387222	45782552
BLOC1S3	19	chr19_bin009	206	42387222	45782552
EXOC3L2	19	chr19_bin009	206	42387222	45782552
CKM	19	chr19_bin009	206	42387222	45782552
KLC3	19	chr19_bin009	206	42387222	45782552
ERCC2	19	chr19_bin009	206	42387222	45782552
PPP1R13L	19	chr19_bin009	206	42387222	45782552
ERCC1	19	chr19_bin009	206	42387222	45782552
FOSB	19	chr19_bin009	206	42387222	45782552
RTN2	19	chr19_bin009	206	42387222	45782552
PPM1N	19	chr19_bin009	206	42387222	45782552
VASP	19	chr19_bin009	206	42387222	45782552
OPA3	19	chr19_bin009	206	42387222	45782552
GPR4	19	chr19_bin009	206	42387222	45782552
EML2	19	chr19_bin009	206	42387222	45782552
EML2-AS1	19	chr19_bin009	206	42387222	45782552
GIPR	19	chr19_bin009	206	42387222	45782552
SNRPD2	19	chr19_bin009	206	42387222	45782552
QPCTL	19	chr19_bin009	206	42387222	45782552
FBXO46	19	chr19_bin009	206	42387222	45782552
SIX5	19	chr19_bin009	206	42387222	45782552
DM1-AS	19	chr19_bin009	206	42387222	45782552
DMPK	19	chr19_bin009	206	42387222	45782552
DMWD	19	chr19_bin010	207	45782947	48944969
RSPH6A	19	chr19_bin010	207	45782947	48944969
SYMPK	19	chr19_bin010	207	45782947	48944969
FOXA3	19	chr19_bin010	207	45782947	48944969
IRF2BP1	19	chr19_bin010	207	45782947	48944969
MYPOP	19	chr19_bin010	207	45782947	48944969
NANOS2	19	chr19_bin010	207	45782947	48944969
NOVA2	19	chr19_bin010	207	45782947	48944969
CCDC61	19	chr19_bin010	207	45782947	48944969
PGLYRP1	19	chr19_bin010	207	45782947	48944969
IGFL4	19	chr19_bin010	207	45782947	48944969
IGFL3	19	chr19_bin010	207	45782947	48944969
IGFL2	19	chr19_bin010	207	45782947	48944969
IGFL2-AS1	19	chr19_bin010	207	45782947	48944969
IGFL1	19	chr19_bin010	207	45782947	48944969
HIF3A	19	chr19_bin010	207	45782947	48944969
PPP5C	19	chr19_bin010	207	45782947	48944969
CCDC8	19	chr19_bin010	207	45782947	48944969
PNMA8C	19	chr19_bin010	207	45782947	48944969
PNMA8A	19	chr19_bin010	207	45782947	48944969
PNMA8B	19	chr19_bin010	207	45782947	48944969
CALM3	19	chr19_bin010	207	45782947	48944969
PTGIR	19	chr19_bin010	207	45782947	48944969
GNG8	19	chr19_bin010	207	45782947	48944969
DACT3	19	chr19_bin010	207	45782947	48944969
DACT3-AS1	19	chr19_bin010	207	45782947	48944969
PRKD2	19	chr19_bin010	207	45782947	48944969
STRN4	19	chr19_bin010	207	45782947	48944969
FKRP	19	chr19_bin010	207	45782947	48944969
SLC1A5	19	chr19_bin010	207	45782947	48944969
AP2S1	19	chr19_bin010	207	45782947	48944969
ARHGAP35	19	chr19_bin010	207	45782947	48944969
NPAS1	19	chr19_bin010	207	45782947	48944969
TMEM160	19	chr19_bin010	207	45782947	48944969
ZC3H4	19	chr19_bin010	207	45782947	48944969
SAE1	19	chr19_bin010	207	45782947	48944969
BBC3	19	chr19_bin010	207	45782947	48944969
CCDC9	19	chr19_bin010	207	45782947	48944969
INAFM1	19	chr19_bin010	207	45782947	48944969
C5AR1	19	chr19_bin010	207	45782947	48944969
C5AR2	19	chr19_bin010	207	45782947	48944969
DHX34	19	chr19_bin010	207	45782947	48944969
MEIS3	19	chr19_bin010	207	45782947	48944969
SLC8A2	19	chr19_bin010	207	45782947	48944969
KPTN	19	chr19_bin010	207	45782947	48944969
NAPA-AS1	19	chr19_bin010	207	45782947	48944969
NAPA	19	chr19_bin010	207	45782947	48944969
ZNF541	19	chr19_bin010	207	45782947	48944969
BICRA	19	chr19_bin010	207	45782947	48944969
BICRA-AS1	19	chr19_bin010	207	45782947	48944969
EHD2	19	chr19_bin010	207	45782947	48944969
NOP53	19	chr19_bin010	207	45782947	48944969
NOP53-AS1	19	chr19_bin010	207	45782947	48944969
SELENOW	19	chr19_bin010	207	45782947	48944969
TPRX1	19	chr19_bin010	207	45782947	48944969
CRX	19	chr19_bin010	207	45782947	48944969
LINC01595	19	chr19_bin010	207	45782947	48944969
SULT2A1	19	chr19_bin010	207	45782947	48944969
BSPH1	19	chr19_bin010	207	45782947	48944969
ELSPBP1	19	chr19_bin010	207	45782947	48944969
CABP5	19	chr19_bin010	207	45782947	48944969
PLA2G4C	19	chr19_bin010	207	45782947	48944969
PLA2G4C-AS1	19	chr19_bin010	207	45782947	48944969
LIG1	19	chr19_bin010	207	45782947	48944969
ZSWIM9	19	chr19_bin010	207	45782947	48944969
CARD8	19	chr19_bin010	207	45782947	48944969
CARD8-AS1	19	chr19_bin010	207	45782947	48944969
ZNF114-AS1	19	chr19_bin010	207	45782947	48944969
ZNF114	19	chr19_bin010	207	45782947	48944969
EMP3	19	chr19_bin010	207	45782947	48944969
TMEM143	19	chr19_bin010	207	45782947	48944969
SYNGR4	19	chr19_bin010	207	45782947	48944969
KDELR1	19	chr19_bin010	207	45782947	48944969
GRIN2D	19	chr19_bin010	207	45782947	48944969
GRWD1	19	chr19_bin010	207	45782947	48944969
KCNJ14	19	chr19_bin010	207	45782947	48944969
CYTH2	19	chr19_bin010	207	45782947	48944969
LMTK3	19	chr19_bin010	207	45782947	48944969
SULT2B1	19	chr19_bin010	207	45782947	48944969
FAM83E	19	chr19_bin010	207	45782947	48944969
SPACA4	19	chr19_bin010	207	45782947	48944969
RPL18	19	chr19_bin010	207	45782947	48944969
SPHK2	19	chr19_bin010	207	45782947	48944969
DBP	19	chr19_bin010	207	45782947	48944969
CA11	19	chr19_bin010	207	45782947	48944969
NTN5	19	chr19_bin010	207	45782947	48944969
FUT2	19	chr19_bin010	207	45782947	48944969
MAMSTR	19	chr19_bin010	207	45782947	48944969
RASIP1	19	chr19_bin010	207	45782947	48944969
IZUMO1	19	chr19_bin010	207	45782947	48944969
FUT1	19	chr19_bin010	207	45782947	48944969
FGF21	19	chr19_bin010	207	45782947	48944969
BCAT2	19	chr19_bin010	207	45782947	48944969
HSD17B14	19	chr19_bin010	207	45782947	48944969
PLEKHA4	19	chr19_bin010	207	45782947	48944969
PPP1R15A	19	chr19_bin010	207	45782947	48944969
TULP2	19	chr19_bin010	207	45782947	48944969
NUCB1	19	chr19_bin010	207	45782947	48944969
NUCB1-AS1	19	chr19_bin010	207	45782947	48944969
DHDH	19	chr19_bin010	207	45782947	48944969
BAX	19	chr19_bin011	208	48954815	51342139
FTL	19	chr19_bin011	208	48954815	51342139
GYS1	19	chr19_bin011	208	48954815	51342139
RUVBL2	19	chr19_bin011	208	48954815	51342139
LHB	19	chr19_bin011	208	48954815	51342139
CGB3	19	chr19_bin011	208	48954815	51342139
CGB2	19	chr19_bin011	208	48954815	51342139
CGB1	19	chr19_bin011	208	48954815	51342139
CGB5	19	chr19_bin011	208	48954815	51342139
CGB8	19	chr19_bin011	208	48954815	51342139
CGB7	19	chr19_bin011	208	48954815	51342139
NTF4	19	chr19_bin011	208	48954815	51342139
KCNA7	19	chr19_bin011	208	48954815	51342139
SNRNP70	19	chr19_bin011	208	48954815	51342139
LIN7B	19	chr19_bin011	208	48954815	51342139
C19orf73	19	chr19_bin011	208	48954815	51342139
PPFIA3	19	chr19_bin011	208	48954815	51342139
HRC	19	chr19_bin011	208	48954815	51342139
TRPM4	19	chr19_bin011	208	48954815	51342139
SLC6A16	19	chr19_bin011	208	48954815	51342139
CD37	19	chr19_bin011	208	48954815	51342139
TEAD2	19	chr19_bin011	208	48954815	51342139
DKKL1	19	chr19_bin011	208	48954815	51342139
PTH2	19	chr19_bin011	208	48954815	51342139
GFY	19	chr19_bin011	208	48954815	51342139
SLC17A7	19	chr19_bin011	208	48954815	51342139
PIH1D1	19	chr19_bin011	208	48954815	51342139
ALDH16A1	19	chr19_bin011	208	48954815	51342139
FLT3LG	19	chr19_bin011	208	48954815	51342139
RPL13A	19	chr19_bin011	208	48954815	51342139
RPS11	19	chr19_bin011	208	48954815	51342139
FCGRT	19	chr19_bin011	208	48954815	51342139
RCN3	19	chr19_bin011	208	48954815	51342139
NOSIP	19	chr19_bin011	208	48954815	51342139
PRRG2	19	chr19_bin011	208	48954815	51342139
PRR12	19	chr19_bin011	208	48954815	51342139
RRAS	19	chr19_bin011	208	48954815	51342139
SCAF1	19	chr19_bin011	208	48954815	51342139
IRF3	19	chr19_bin011	208	48954815	51342139
BCL2L12	19	chr19_bin011	208	48954815	51342139
PRMT1	19	chr19_bin011	208	48954815	51342139
ADM5	19	chr19_bin011	208	48954815	51342139
CPT1C	19	chr19_bin011	208	48954815	51342139
TSKS	19	chr19_bin011	208	48954815	51342139
AP2A1	19	chr19_bin011	208	48954815	51342139
FUZ	19	chr19_bin011	208	48954815	51342139
MED25	19	chr19_bin011	208	48954815	51342139
PTOV1-AS1	19	chr19_bin011	208	48954815	51342139
PTOV1	19	chr19_bin011	208	48954815	51342139
PTOV1-AS2	19	chr19_bin011	208	48954815	51342139
PNKP	19	chr19_bin011	208	48954815	51342139
AKT1S1	19	chr19_bin011	208	48954815	51342139
TBC1D17	19	chr19_bin011	208	48954815	51342139
IL4I1	19	chr19_bin011	208	48954815	51342139
NUP62	19	chr19_bin011	208	48954815	51342139
ATF5	19	chr19_bin011	208	48954815	51342139
SIGLEC11	19	chr19_bin011	208	48954815	51342139
VRK3	19	chr19_bin011	208	48954815	51342139
ZNF473	19	chr19_bin011	208	48954815	51342139
IZUMO2	19	chr19_bin011	208	48954815	51342139
MYH14	19	chr19_bin011	208	48954815	51342139
KCNC3	19	chr19_bin011	208	48954815	51342139
NR1H2	19	chr19_bin011	208	48954815	51342139
NAPSA	19	chr19_bin011	208	48954815	51342139
POLD1	19	chr19_bin011	208	48954815	51342139
SPIB	19	chr19_bin011	208	48954815	51342139
MYBPC2	19	chr19_bin011	208	48954815	51342139
EMC10	19	chr19_bin011	208	48954815	51342139
JOSD2	19	chr19_bin011	208	48954815	51342139
ASPDH	19	chr19_bin011	208	48954815	51342139
LRRC4B	19	chr19_bin011	208	48954815	51342139
SYT3	19	chr19_bin011	208	48954815	51342139
C19orf81	19	chr19_bin011	208	48954815	51342139
SHANK1	19	chr19_bin011	208	48954815	51342139
CLEC11A	19	chr19_bin011	208	48954815	51342139
GPR32	19	chr19_bin011	208	48954815	51342139
ACP4	19	chr19_bin011	208	48954815	51342139
KLK1	19	chr19_bin011	208	48954815	51342139
KLK15	19	chr19_bin011	208	48954815	51342139
KLK3	19	chr19_bin011	208	48954815	51342139
KLK2	19	chr19_bin011	208	48954815	51342139
KLK4	19	chr19_bin011	208	48954815	51342139
KLK5	19	chr19_bin011	208	48954815	51342139
KLK6	19	chr19_bin011	208	48954815	51342139
KLK7	19	chr19_bin011	208	48954815	51342139
KLK8	19	chr19_bin011	208	48954815	51342139
KLK9	19	chr19_bin011	208	48954815	51342139
KLK10	19	chr19_bin011	208	48954815	51342139
KLK11	19	chr19_bin011	208	48954815	51342139
KLK12	19	chr19_bin011	208	48954815	51342139
KLK13	19	chr19_bin011	208	48954815	51342139
KLK14	19	chr19_bin011	208	48954815	51342139
CTU1	19	chr19_bin011	208	48954815	51342139
SIGLEC9	19	chr19_bin011	208	48954815	51342139
SIGLEC7	19	chr19_bin011	208	48954815	51342139
CD33	19	chr19_bin011	208	48954815	51342139
SIGLECL1	19	chr19_bin011	208	48954815	51342139
LINC01872	19	chr19_bin011	208	48954815	51342139
IGLON5	19	chr19_bin011	208	48954815	51342139
VSIG10L	19	chr19_bin011	208	48954815	51342139
ETFB	19	chr19_bin012	209	51345169	54638892
CLDND2	19	chr19_bin012	209	51345169	54638892
NKG7	19	chr19_bin012	209	51345169	54638892
LIM2	19	chr19_bin012	209	51345169	54638892
C19orf84	19	chr19_bin012	209	51345169	54638892
SIGLEC10	19	chr19_bin012	209	51345169	54638892
SIGLEC8	19	chr19_bin012	209	51345169	54638892
CEACAM18	19	chr19_bin012	209	51345169	54638892
SIGLEC12	19	chr19_bin012	209	51345169	54638892
SIGLEC6	19	chr19_bin012	209	51345169	54638892
ZNF175	19	chr19_bin012	209	51345169	54638892
SIGLEC5	19	chr19_bin012	209	51345169	54638892
SIGLEC14	19	chr19_bin012	209	51345169	54638892
SPACA6	19	chr19_bin012	209	51345169	54638892
HAS1	19	chr19_bin012	209	51345169	54638892
FPR1	19	chr19_bin012	209	51345169	54638892
FPR2	19	chr19_bin012	209	51345169	54638892
FPR3	19	chr19_bin012	209	51345169	54638892
ZNF577	19	chr19_bin012	209	51345169	54638892
ZNF649-AS1	19	chr19_bin012	209	51345169	54638892
ZNF649	19	chr19_bin012	209	51345169	54638892
ZNF613	19	chr19_bin012	209	51345169	54638892
ZNF350-AS1	19	chr19_bin012	209	51345169	54638892
ZNF350	19	chr19_bin012	209	51345169	54638892
ZNF615	19	chr19_bin012	209	51345169	54638892
ZNF614	19	chr19_bin012	209	51345169	54638892
ZNF432	19	chr19_bin012	209	51345169	54638892
ZNF841	19	chr19_bin012	209	51345169	54638892
ZNF616	19	chr19_bin012	209	51345169	54638892
